ID	sentence	question	1	2	Answer
2703	남자의 발가락이 부러졌다.	원인	남자의 양말에 구멍이 났다.	남자가 망치를 발가락에 떨어 뜨렸다.	2
2704	남자친구와 헤어졌다. 	결과	이제 남자친구가 없다.	이제 남자친구가 생겼다.	1
2705	문틈에 손가락이 끼였다.	결과	손가락이 아프고 멍이 든다.	손가락에 반지를 꼈다.	1
2706	컵에서 김이 난다.	원인	컵에 뜨거운 물을 담았다.	컵에 차가운 물을 담았다.	1
2707	피자를 주문했다.	결과	피자가 차가워졌다.	피자 배달이 왔다.	2
2708	반창고를 붙였다.	원인	무릎이 까졌다.	머리가 아프다.	1
2709	여자가 개의 머리 위에서 간식을 흔들었다.	결과	개가 뒷다리로 몸을 긁었다.	개가 간식을 향해 뛰어 올랐다.	2
2710	학생이 맞춤법을 틀렸다.	결과	선생님이 책을 소리내어 읽었다.	선생님이 맞춤법을 고쳐주었다.	2
2711	도서관에 갔다.	결과	도서관이 새로 지어졌다.	책을 많이 읽었다.	2
2712	포스트잇을 유리벽에 붙였다.	결과	벽에 포스트잇이 붙었다.	벽에 포스트잇이 붙지 않는다.	1
2713	햇빛 알레르기가 올라왔다.	결과	알로에 수딩젤을 발랐다.	알로에 젤리를 먹었다.	1
2714	현금이 필요하다.	결과	지갑을 샀다.	은행에 갔다.	2
2715	돋보기로 사전을 보았다.	결과	단어가 크게 보인다.	단어가 작게 보인다.	1
2716	동생이 대학교에 합격했다.	결과	동생이 대학생이 되었다.	동생이 고등학생이 되었다.	1
2717	남자는 홈스쿨링을 시작했다.	원인	남자는 학교에 진학했다.	남자는 학교를 그만두었다.	2
2718	형사가 남자를 심문하고 있다.	원인	남자는 용의자이다.	남자는 피해자이다.	1
2719	해양생물이 감소했다.	원인	배가 출항했다.	기름이 바다에 유출되었다.	2
2720	창문으로 햇빛이 들이쳤다.	결과	달이 떴다.	커튼을 쳤다.	2
2721	물에 계란을 넣고 10분정도 가열했다.	결과	계란이 튀겨졌다.	계란이 삶아졌다.	2
2722	노래방에 갔다.	결과	다리찢기를 했다.	목이 쉬었다.	2
2723	핸드폰에서 지도앱을 켜서 길을 찾는다.	원인	아는 길을 잘 찾아가고 있다.	모르는 길이라 길을 잃었다.	2
2724	여자가 남자에게 손을 건넸다.	원인	여자가 남자와 싸움을 하고자 한다.	여자가 남자와 화해를 하고자 한다.	2
2725	아이가 놀라서 소리를 질렀다.	원인	아이 옆에서 폭죽이 터졌다.	엄마가 아이를 위해 오르골을 틀었다.	1
2726	나는 몸살에 걸렸다.	원인	면역력이 떨어졌다.	면역력이 높아졌다.	1
2727	삽질을 했다.	원인	딸기 모종을 샀다.	딸기를 먹었다.	1
2728	아침을 걸렀다.	원인	시간이 부족했다.	날씨가 추웠다.	1
2729	여자가 자궁경부암에 걸렸다.	원인	여자가 자궁경부암 예방 주사를 맞았다.	여자가 자궁경부암 예방 주사를 맞지 않았다.	2
2730	휴대폰에 진동이 울린다.	결과	휴대폰에 전화가 왔다.	휴대폰을 확인한다.	2
2731	도로에 눈이 많이 쌓였다.	결과	제설차가 눈을 치웠다.	밤 사이 눈이 많이 내렸다.	1
2732	여성이 경찰서로 출근한다.	원인	여성은 의사이다.	여성은 경찰관이다.	2
2733	얇은 소재의 이불로 침구를 바꿨다.	원인	추위에 잠을 이루지 못했다.	더위에 잠을 이루지 못했다.	2
2734	경기장의 팬들이 환호했다.	원인	선수가 골을 넣었다.	경기가 취소되었다.	1
2735	안경을 새로 맞췄다.	원인	시력이 나빠졌다.	눈이 건조하다.	1
2736	남자는 도박에 자신이 있었다.	결과	남자는 모든 돈을 도박에 걸었다.	남자는 도박을 하지 않기로 했다.	1
2737	어젯밤 잠을 잘 이루지 못했다.	원인	침대가 푹신했다.	악몽을 꾸었다.	2
2738	만년필 잉크를 채운다.	원인	만년필 잉크를 다 썼다.	만년필을 중고로 팔았다.	1
2739	에어컨이 고장났다.	결과	담요를 꺼냈다.	창문을 열었다.	2
2740	상점에서 거스름돈을 받았다.	원인	물건의 값을 정확히 냈다.	물건의 값보다 더 많이 냈다.	2
2741	한 여성이 급하게 손가락을 찬물에 갖다대었다.	원인	여성은 손가락에 화상을 입었다.	여성은 손가락에 반지를 착용했다.	1
2742	검은 머리를 탈색했다.	결과	머리의 색이 진해졌다.	머리의 색이 밝아졌다.	2
2743	남성은 추위를 느꼈다.	결과	남성은 목도리를 착용했다.	남성은 반팔을 착용했다.	1
2744	남자의 얼굴이 붉어졌다.	원인	남자가 술을 많이 마셨다.	남자가 물을 많이 마셨다.	1
2745	스케일링을 받았다.	원인	평소에 양치를 잘 한다.	이에 치석이 많이 꼈다.	2
2746	여자는 귀를 뚫었다.	결과	여자는 귀걸이를 착용할 수 있다.	여자는 목걸이를 착용할 수 있다.	1
2747	촛불에 불이 붙었다.	원인	촛불을 후 불었다.	촛불에 성냥을 켰다.	2
2748	아기가 운다.	결과	아빠가 아기를 달랜다.	아기가 웃는다.	1
2749	지하철이 붐빈다.	원인	지하철에 사람이 없다.	지하철에 사람이 많다.	2
2750	아이스크림을 너무 많이 먹었다.	결과	배탈이 났다.	배가 고프다.	1
2751	비가 왔다.	결과	습하다.	건조하다.	1
2752	방충망에 구멍이 났다.	결과	방 안으로 벌레가 들어왔다.	벌레가 들어오지 못한다.	1
2753	물을 유리잔에 부었다.	결과	목마름이 해소되었다.	유리잔이 가득 찼다.	2
2754	남자는 반장이 되었다.	원인	남자는 한 표도 받지 못했다.	남자는 과반수의 표를 얻었다.	2
2755	그는 구명조끼를 착용했다.	원인	물이 얕다.	그는 수영을 할 줄 모른다.	2
2756	양말에 구멍이 났다.	원인	양말을 오래 신었다.	양말을 벗었다.	1
2757	논에 모를 심었다.	결과	벼가 자란다.	콩이 자란다.	1
2758	옷이 축축해졌다.	원인	온몸에 두드러기가 났다.	온몸에 땀이 났다.	2
2759	남자는 친구에게 화가 났다.	원인	친구가 남자와의 약속을 말없이 어겼다.	친구가 남자에게 선물을 주었다.	1
2760	수프를 오래 끓였다.	결과	수프가 식었다.	수프가 걸쭉해졌다.	2
2761	달걀이 깨졌다.	원인	달걀을 떨어뜨렸다.	달걀을 삶았다.	1
2762	감기에 걸린 아이가 친구에게 기침을 했다.	결과	친구는 감기에 걸렸다.	친구는 운동을 한다.	1
2763	복도에서 사장님과 대리님의 대화를 엿들었다.	원인	사장실의 문이 열려있었다.	사장실의 문이 닫혀있었다.	1
2764	두꺼운 사전을 발등에 떨어뜨렸다.	결과	발등에 문신을 했다.	발등에 멍이 들었다.	2
2765	복숭아를 바닥에 떨어트렸다.	결과	복숭아에 멍이 생겼다.	복숭아가 익는다.	1
2766	자동차의 속도가 느려졌다.	원인	자동차의 엑셀을 밟았다.	자동차의 브레이크를 밟았다.	2
2767	남자는 목 관리를 열심히 한다.	원인	남자는 뮤지컬 배우이다.	남자는 뮤지컬 감독이다.	1
2768	안경을 꼈다.	결과	눈이 잘 보인다.	눈이 잘 보이지 않는다.	1
2769	여자가 다리미를 꺼냈다.	원인	여자는 설거지를 하려고 한다.	여자의 옷이 구겨졌다.	2
2770	회사는 손실을 보았다.	원인	제품의 판매이익이 높았다.	제품에서 결함이 발견되었다.	2
2771	대통령은 또 당선되었다.	결과	대통령은 초임이다.	대통령은 연임하게 되었다.	2
2772	곱슬머리가 되었다.	원인	머리를 잘랐다.	파마를 했다.	2
2773	거울이 깨졌다.	원인	거울을 본다.	거울을 떨어트린다.	2
2774	눈사람을 만들었다.	원인	눈이 내렸다.	눈이 녹았다.	1
2775	매일 요가를 열심히 했다.	결과	근육이 뻣뻣해졌다.	근육이 유연해졌다.	2
2776	한 여성이 안과에 방문했다.	원인	여성은 치통이 심하다.	여성은 눈에 염증이 생겼다.	2
2777	욕조의 배수 플러그를 뽑았다.	결과	물이 사방으로 튀겼다.	욕조에서 물이 빠져나갔다.	2
2778	여드름 패치를 붙였다.	원인	남자의 얼굴에 점이 생겼다.	남자의 얼굴에 여드름이 났다.	2
2779	글씨를 지우개로 지웠다.	원인	일기를 다 썼다.	글씨를 잘못 썼다.	2
2780	동생의 볼을 세게 꼬집었다.	결과	동생이 울음을 터뜨렸다.	동생이 웃음을 터뜨렸다.	1
2781	부채로 얼굴에 바람을 부쳤다.	결과	얼굴이 축축해진다.	얼굴의 땀이 식는다.	2
2782	배터리가 다 닳았다.	결과	건전지를 새로 교체했다.	건전지를 거꾸로 끼웠다.	1
2783	나무가 쓰러졌다.	원인	나무를 베었다.	나무를 심었다.	1
2784	책을 다 읽었다.	결과	책을 덮었다.	책을 펼쳤다.	1
2785	휴대폰을 떨어뜨렸다.	결과	요금을 냈다.	액정이 깨졌다.	2
2786	커피를 많이 마셨다.	원인	카페에 자주 갔다.	주스를 만들었다.	1
2787	손난로를 쥐었다.	결과	손이 따뜻해졌다.	손이 차가워졌다.	1
2788	빗자루로 마룻바닥을 쓸었다.	결과	마룻바닥이 축축하다.	마룻바닥이 말끔해졌다.	2
2789	라디오의 주파수를 바꾸었다.	결과	라디오의 채널이 바뀌었다.	라디오의 소리가 커졌다.	1
2790	영화관에 갔다.	결과	영화표를 예매했다.	배우가 되었다.	1
2791	승객들이 기차에서 내렸다.	원인	기차가 역에 도착했다.	기차가 경적을 울렸다.	1
2792	자전거를 타다가 넘어졌다.	결과	팔과 다리에 찰과상을 입었다.	살이 빠졌다.	1
2793	아이가 욕을 했다.	결과	선생님께 칭찬받았다.	선생님께 혼났다.	2
2794	얼굴이 건조하다.	결과	몸에 오일을 발랐다.	얼굴에 로션을 발랐다.	2
2795	남성이 경찰에 체포되었다.	원인	남성이 술을 마시고 운전을 했다.	남성이 규정속도를 준수하며 운전했다.	1
2796	여자는 커피를 마셨다.	원인	여자는 조금 졸리다.	여자는 잠에 들려고 한다.	1
2797	남자가 한동안 몸이 좋지 않았다.	결과	남자가 식사 때마다 죽을 먹었다.	남자가 식사 때마다 마라탕을 먹었다.	1
2798	아이는 낮잠을 잤다	원인	아이는 졸리다.	아이는 다쳤다.	1
2799	여자가 여성과 결혼하였다.	원인	여자는 이성애자다.	여자는 이성애자가 아니다.	2
2800	남자가 포털 사이트 실시간 검색어 1위에 올랐다.	결과	남자가 사람들에게 관심을 받았다.	남자가 사람들에게 관심을 받지 못했다.	1
2801	여자는 5년 동안 미국에서 살았다.	결과	여자는 일본어를 잘 한다.	여자는 영어 회화가 유창하다.	2
2802	소년이 양떼를 몰았다.	결과	양떼가 흩어졌다.	양떼가 모여들었다.	2
2803	강아지가 추워하기 시작했다.	원인	강아지의 털이 잘 자랐다.	강아지의 털을 모두 밀었다.	2
2804	소녀는 선생님에게 감사 인사를 하고 싶다.	결과	소녀는 선생님에게 반성문을 써서 드렸다.	소녀는 선생님에게 편지를 써서 드렸다.	2
2805	남자가 계약서에 서명을 했다.	결과	남자는 계약을 체결했다.	남자는 계약을 체결하지 못했다.	1
2806	바다에 기름이 유출되었다.	결과	유조선이 바다로 나갔다.	해양생물들이 떼죽음을 당했다.	2
2807	냄새를 맡기가 어렵다.	원인	코감기에 걸렸다.	목감기에 걸렸다.	1
2808	남자가 이를 닦았다.	원인	남자가 음식을 먹었다.	남자가 음식을 했다.	1
2809	운동을 열심히 했다.	결과	근육통이 생겼다.	살이 많이 쪘다.	1
2810	여자는 엑스레이 사진을 찍었다.	원인	여자는 건강검진을 받는다.	여자는 병원에서 근무한다.	1
2811	타이어에 펑크가 났다.	원인	정비사를 불렀다.	쇼핑몰에 갔다.	1
2812	페트병에 뜨거운 물을 넣었다.	결과	페트병이 찌그러졌다.	페트병이 유리병이 되었다.	1
2813	물티슈가 말랐다.	원인	물티슈를 물에 적셨다.	물티슈를 꺼내서 오래 두었다.	2
2814	책장을 새로 샀다.	원인	책이 너무 많아서 둘 곳이 없다.	책이 하나도 없다.	1
2815	자고 일어났더니, 남자의 허리가 배겼다.	결과	남자가 침대 매트리스를 새로 샀다.	남자가 침대 시트를 새로 샀다.	1
2816	마커로 종이에 글씨를 썼다.	결과	종이학이 만들어졌다.	종이 뒤편에 글씨가 비친다.	2
2817	신나는 음악이 흘러나왔다.	결과	사람들이 앉는다.	사람들이 춤을 춘다.	2
2818	강아지와 산책을 하다가, 여성이 공중에 간식을 던졌다.	결과	강아지가 뛰어서 간식을 먹었다.	강아지가 오줌을 쌌다.	1
2819	냉방병에 걸렸다. 	원인	에어컨을 너무 많이 쐬었다. 	히터를 너무 많이 쐬었다. 	1
2820	늦잠을 잤다.	원인	자기 전에 알람을 맞췄다.	자기 전에 알람 맞추는 것을 잊어버렸다.	2
2821	상한 음식을 먹었다. 	결과	식중독에 걸렸다. 	다리가 아프다. 	1
2822	잉크가 다 닳은 볼펜으로 수첩에 선을 그었다.	결과	수첩에 검은 선이 그려졌다.	수첩에 아무런 선도 그어지지 않았다.	2
2823	은행잎을 책 속에 끼우고 덮는다.	결과	은행에서 현금을 인출한다.	말린 은행잎을 책갈피로 썼다.	2
2824	자다가 이불에 오줌을 쌌다.	결과	이불을 빤다.	이불을 덮고 잔다.	1
2825	흙탕물을 오래 가만히 놔두었다.	결과	물이 맑아졌다.	물의 색이 빨갛게 변했다.	1
2826	집에 도둑이 들었다.	결과	경찰에 신고한다.	병원에 전화한다.	1
2827	세면대의 물이 내려가지 않는다.	원인	세면대가 막혔다.	세면대 청소를 했다.	1
2828	칠판에 유성매직으로 글자를 썼다.	결과	글자가 지워진다.	글자가 지워지지 않는다.	2
2829	간호사가 환자에게 진통제를 투여했다.	원인	환자의 병이 완치되었다.	환자가 고통을 호소했다.	2
2830	여자가 남자친구와 헤어졌다.	원인	여자의 남자친구가 바람을 폈다.	여자의 남자친구가 졸업을 했다.	1
2831	공기가 습해졌다.	원인	비가 많이 왔다.	비가 오지 않았다.	1
2832	펜에 잉크가 없다.	결과	펜으로 사인을 했다.	연필을 사용했다.	2
2833	흔들리는 자동차 안에서 책을 읽었다.	결과	속이 울렁거린다.	책이 많이 팔린다.	1
2834	서퍼들이 서핑을 중단했다.	결과	서핑 도중, 상어를 보았다.	서핑하기 좋은 파도를 보았다.	1
2835	어항에 산소 공급기를 넣었다.	결과	어항에 공기방울이 뽀글거린다.	어항의 물이 매우 잔잔하다.	1
2836	해가 지고 있다.	결과	기온이 떨어진다.	기온이 올라간다.	1
2837	그 가족은 피크닉을 가려고 한다.	원인	날씨가 화창하다.	날씨가 우중충하다.	1
2838	여자는 이가 아프다.	원인	여자는 충치가 생겼다.	여자는 양치를 했다.	1
